;country_i;country_j;dist;pop_i_mean;pop_j_mean;gni_i_mean;gni_j_mean;country_flow;dist_pop
8566;BTN;ZAF;8874;681122,4;50048317,6;1516;6230;0;8874
8567;BTN;ZMB;8144;681122,4;12421912,6;1516;934;0;8144
8568;BTN;ZWE;8064;681122,4;12447193,6;1516;288;0;8064
8569;BWA;ABW;11179;1968961;96816,8;5092;24230;0;11179
8570;BWA;AFG;7986;1968961;25913988,4;5092;415;0;7986
8571;BWA;AGO;2208;1968961;20944435,8;5092;2368;5;2208
8572;BWA;AIA;10741;1968961;NA;5092;NA;NA;10741
8573;BWA;ALB;7332;1968961;2969776,8;5092;3490;0;7332
8574;BWA;AND;7847;1968961;77624,4;5092;NA;NA;7847
8575;BWA;ANT.1;;1968961;NA;5092;NA;NA;NA
8576;BWA;ANT.2;11052;1968961;NA;5092;NA;NA;11052
8577;BWA;ARE;6367;1968961;6006780;5092;39906;0;6367
8578;BWA;ARG;8007;1968961;39876314;5092;6314;0;8007
8579;BWA;ARM;7433;1968961;3005168,4;5092;2584;0;7433
8580;BWA;ASM;15339;1968961;56346,2;5092;NA;NA;15339
8581;BWA;ATG;10574;1968961;82113;5092;14372;NA;10574
8582;BWA;AUS;11333;1968961;20879256,8;5092;37848;343;11333
8583;BWA;AUT;8125;1968961;8291355,2;5092;44634;6;8125
8584;BWA;AZE;7616;1968961;8633668,6;5092;2930;0;7616
8585;BWA;BDI;2383;1968961;7995829,6;5092;164;267;2383
8586;BWA;BEL;8627;1968961;10631748,2;5092;42802;0;8627
8587;BWA;BEN;4274;1968961;8655758,8;5092;924;0;4274
8588;BWA;BES;10987;1968961;NA;5092;NA;NA;10987
8589;BWA;BFA;5066;1968961;14759476;5092;508;0;5066
8590;BWA;BGD;8777;1968961;143961096,6;5092;618;0;8777
8591;BWA;BGR;7462;1968961;7548467,2;5092;5134;14;7462
8592;BWA;BHR;6223;1968961;1040646;5092;18680;0;6223
8593;BWA;BHS;12392;1968961;357797,2;5092;28712;6;12392
8594;BWA;BIH;7624;1968961;3996280,2;5092;3790;0;7624
8595;BWA;BLR;8704;1968961;9572472;5092;4354;0;8704
8596;BWA;BLZ;13248;1968961;297223,8;5092;5134;0;13248
8597;BWA;BMU;11494;1968961;64894,8;5092;NA;NA;11494
8598;BWA;BOL;9660;1968961;9712622,6;5092;1270;0;9660
8599;BWA;BRA;7282;1968961;190717467;5092;6174;0;7282
8600;BWA;BRB;10172;1968961;271554,4;5092;15374;0;10172
8601;BWA;BRN;10146;1968961;378630,4;5092;29324;0;10146
8602;BWA;BTN;8943;1968961;681122,4;5092;1516;0;8943
8603;BWA;BWA;287;1968961;1968961;5092;5092;0;287
8604;BWA;CAF;3307;1968961;4382105,6;5092;378;0;3307
8605;BWA;CAN;13060;1968961;32915993;5092;40382;156;13060
8606;BWA;CCK;7544;1968961;NA;5092;NA;NA;7544
8607;BWA;CHE;8164;1968961;7572734,4;5092;65770;23;8164
8608;BWA;CHL;9107;1968961;16500066,6;5092;8508;1;9107
8609;BWA;CHN;11888;1968961;1317708000;5092;2622;0;11888
8610;BWA;CIV;4640;1968961;19820836,6;5092;988;0;4640
8611;BWA;CMR;3628;1968961;18274945;5092;1268;0;3628
8612;BWA;COD;2519;1968961;60348251;5092;248;0;2519
8613;BWA;COG;2527;1968961;3957864,6;5092;1774;0;2527
8614;BWA;COK;14891;1968961;NA;5092;NA;NA;14891
8615;BWA;COL;11238;1968961;43285932,4;5092;4140;2;11238
8616;BWA;COM;2324;1968961;617240,6;5092;1258;0;2324
8617;BWA;CPV;6925;1968961;504483,6;5092;2758;0;6925
8618;BWA;CRI;12485;1968961;4439825,2;5092;5618;0;12485
8619;BWA;CSK;;1968961;NA;5092;NA;NA;NA
8620;BWA;CUB;12814;1968961;11267285;5092;4650;0;12814
8621;BWA;CUW;11052;1968961;143133,2;5092;NA;NA;11052
8622;BWA;CXR;8511;1968961;NA;5092;NA;NA;8511
8623;BWA;CYM;12582;1968961;49655,2;5092;NA;NA;12582
8624;BWA;CYP;6667;1968961;1073947,4;5092;28336;3;6667
8625;BWA;CZE;8356;1968961;10315497,6;5092;15936;48;8356
8626;BWA;DDR;;1968961;NA;5092;NA;NA;NA
8627;BWA;DEU.1;;1968961;NA;5092;NA;NA;NA
8628;BWA;DEU.2;8636;1968961;NA;5092;NA;NA;8636
8629;BWA;DJI;4425;1968961;865398,6;5092;NA;0;4425
8630;BWA;DMA;10447;1968961;68752;5092;6002;NA;10447
8631;BWA;DNK;8990;1968961;5466971,6;5092;55874;19;8990
8632;BWA;DOM;11420;1968961;9404430,2;5092;4130;0;11420
8633;BWA;DZA;7208;1968961;34028245,2;5092;3602;0;7208
8634;BWA;ECU;11508;1968961;14254094,2;5092;3448;3;11508
8635;BWA;EGY;6079;1968961;82253916,4;5092;1528;2;6079
8636;BWA;ERI;4644;1968961;2945532;5092;428;0;4644
8637;BWA;ESH;7106;1968961;NA;5092;NA;0;7106
8638;BWA;ESP;7830;1968961;45118865,8;5092;29668;0;7830
8639;BWA;EST;9320;1968961;1342774;5092;12884;0;9320
8640;BWA;ETH.1;;1968961;NA;5092;NA;NA;NA
8641;BWA;ETH.2;3978;1968961;NA;5092;NA;NA;3978
8642;BWA;FIN;9401;1968961;5290670,8;5092;45674;6;9401
8643;BWA;FJI;14419;1968961;889353,6;5092;3538;0;14419
8644;BWA;FLK;7477;1968961;NA;5092;NA;NA;7477
8645;BWA;FRA;8472;1968961;63985793,6;5092;40314;40;8472
8646;BWA;FRO;10039;1968961;48361;5092;NA;NA;10039
8647;BWA;FSM;14585;1968961;109469;5092;2504;0;14585
8648;BWA;GAB;3291;1968961;1552836,2;5092;6230;0;3291
8649;BWA;GBR;8813;1968961;61330750,8;5092;45482;0;8813
8650;BWA;GEO;7600;1968961;3861168,4;5092;2316;0;7600
8651;BWA;GHA;4379;1968961;23716141,2;5092;812;0;4379
8652;BWA;GIB;7489;1968961;29991;5092;NA;NA;7489
8653;BWA;GIN;5725;1968961;9563785,8;5092;502;0;5725
8654;BWA;GLP;10512;1968961;NA;5092;NA;0;10512
8655;BWA;GMB;6259;1968961;1767041,2;5092;658;0;6259
8656;BWA;GNB;6053;1968961;1452000,6;5092;470;0;6053
8657;BWA;GNQ;3413;1968961;951523;5092;8718;0;3413
8658;BWA;GRC;6934;1968961;11048201,4;5092;27267,5;1;6934
8659;BWA;GRD;10334;1968961;111738,8;5092;6380;0;10334
8660;BWA;GRL;11868;1968961;56583;5092;31986,66667;NA;11868
8661;BWA;GTM;13328;1968961;13475625,6;5092;2356;0;13328
8662;BWA;GUF;9061;1968961;NA;5092;NA;0;9061
8663;BWA;GUM;13526;1968961;164634,6;5092;NA;0;13526
8664;BWA;GUY;9732;1968961;756001;5092;2550;0;9732
8665;BWA;HKG;10855;1968961;6903440;5092;31510;0;10855
8666;BWA;HND;12971;1968961;7922670,8;5092;1468;0;12971
8667;BWA;HRV;7868;1968961;4309281,4;5092;12376;0;7868
8668;BWA;HTI;11660;1968961;9420979,8;5092;914;0;11660
8669;BWA;HUN;8020;1968961;10055010,6;5092;12010;2;8020
8670;BWA;IDN.1;;1968961;NA;5092;NA;NA;NA
8671;BWA;IDN.2;8815;1968961;NA;5092;NA;NA;8815
8672;BWA;IND;8061;1968961;1189415855;5092;898;0;8061
8673;BWA;IOT;5305;1968961;NA;5092;NA;NA;5305
8674;BWA;IRL;9181;1968961;4371473,2;5092;48176;23;9181
8675;BWA;IRN;7199;1968961;72283770,2;5092;4190;0;7199
8676;BWA;IRQ;6711;1968961;29154519,8;5092;2564;0;6711
8677;BWA;ISL;10679;1968961;309599;5092;51554;0;10679
8678;BWA;ISR;6349;1968961;7191660;5092;24970;0;6349
8679;BWA;ITA;7497;1968961;58494773,8;5092;35732;29;7497
8680;BWA;JAM;12079;1968961;2700303,6;5092;4322;0;12079
8681;BWA;JOR;6355;1968961;6328181;5092;2800;0;6355
8682;BWA;JPN;13649;1968961;127947600;5092;39958;0;13649
8683;BWA;KAZ;9150;1968961;15561813,2;5092;4934;0;9150
8684;BWA;KEN;2840;1968961;38071279;5092;696;3;2840
8685;BWA;KGZ;8987;1968961;5270280;5092;636;0;8987
8686;BWA;KHM;9459;1968961;13707756,2;5092;588;0;9459
8687;BWA;KIR;15643;1968961;102041,4;5092;1732;NA;15643
8688;BWA;KNA;10668;1968961;47011,2;5092;13812;NA;10668
8689;BWA;KOR;12574;1968961;48733806,8;5092;21732;0;12574
8690;BWA;KWT;6427;1968961;2510412,2;5092;44598;0;6427
8691;BWA;LAO;9556;1968961;6041340,4;5092;638;0;9556
8692;BWA;LBN;6559;1968961;4802252,8;5092;5558;0;6559
8693;BWA;LBR;5249;1968961;3608681,6;5092;324;0;5249
8694;BWA;LBY;6508;1968961;6099418,6;5092;9806;0;6508
8695;BWA;LCA;10349;1968961;167527,6;5092;7514;0;10349
8696;BWA;LIE;8120;1968961;35143,6;5092;109694;NA;8120
8697;BWA;LKA;6810;1968961;20078269,4;5092;1562;0;6810
8698;BWA;LSO;540;1968961;1988370,4;5092;1188;0;540
8699;BWA;LTU;8791;1968961;3236975,6;5092;10420;0;8791
8700;BWA;LUX;8456;1968961;480844,2;5092;77386;0;8456
8701;BWA;LVA;9043;1968961;2195294,4;5092;11038;0;9043
8702;BWA;MAC;10791;1968961;515574,2;5092;30152;0;10791
8703;BWA;MAR;7359;1968961;31235085,2;5092;2706;0;7359
8704;BWA;MCO;7804;1968961;32047,6;5092;NA;NA;7804
8705;BWA;MDA;7941;1968961;2875659,4;5092;1532;0;7941
8706;BWA;MDG;2322;1968961;19939623,8;5092;384;0;2322
8707;BWA;MDV;6056;1968961;326493;5092;4776;0;6056
8708;BWA;MEX;14365;1968961;108273216,4;5092;9418;0;14365
8709;BWA;MHL;15870;1968961;53998,4;5092;3508;NA;15870
8710;BWA;MKD;7394;1968961;2043642,2;5092;3802;0;7394
8711;BWA;MLI;5532;1968961;14093751,2;5092;536;0;5532
8712;BWA;MLT;6809;1968961;407544,4;5092;18062;1;6809
8713;BWA;MMR;8893;1968961;48400742,8;5092;418;0;8893
8714;BWA;MNE;;1968961;616084,8;5092;5262;0;NA
8715;BWA;MNG;11367;1968961;2609348;5092;1396;0;11367
8716;BWA;MNP;13695;1968961;63044,6;5092;NA;NA;13695
8717;BWA;MOZ;688;1968961;21301968;5092;470;0;688
8718;BWA;MRT;6557;1968961;3160609,8;5092;1242;0;6557
8719;BWA;MSR;10595;1968961;NA;5092;NA;NA;10595
8720;BWA;MTQ;10384;1968961;NA;5092;NA;0;10384
8721;BWA;MUS;3283;1968961;1238686;5092;6616;0;3283
8722;BWA;MWI;1366;1968961;13511554,6;5092;496;0;1366
8723;BWA;MYS.1;;1968961;NA;5092;NA;NA;NA
8724;BWA;MYS.2;8728;1968961;NA;5092;NA;NA;8728
8725;BWA;MYT;2420;1968961;NA;5092;NA;0;2420
8726;BWA;NAM;930;1968961;2013477,2;5092;4064;28;930
8727;BWA;NCL;13298;1968961;239190;5092;NA;0;13298
8728;BWA;NER;4951;1968961;14922270,4;5092;394;0;4951
8729;BWA;NFK;12815;1968961;NA;5092;NA;NA;12815
8730;BWA;NGA;4219;1968961;148418555,6;5092;1990;0;4219
8731;BWA;NIC;12796;1968961;5610065;5092;1282;1;12796
8732;BWA;NIU;14876;1968961;NA;5092;NA;NA;14876
8733;BWA;NLD;8775;1968961;16404729,2;5092;47966;45;8775
8734;BWA;NOR;9474;1968961;4718011,8;5092;77816;36;9474
8735;BWA;NPL;8610;1968961;26685244,2;5092;382;0;8610
8736;BWA;NRU;14983;1968961;10271;5092;NA;NA;14983
8737;BWA;NZL;12457;1968961;4220940;5092;27656;48;12457
8738;BWA;OMN;6400;1968961;2606021,2;5092;15056;0;6400
8739;BWA;PAK.1;;1968961;NA;5092;NA;NA;NA
8740;BWA;PAK.2;7053;1968961;NA;5092;NA;NA;7053
8741;BWA;PAN;11983;1968961;3432134,8;5092;5856;0;11983
8742;BWA;PCN;13915;1968961;NA;5092;NA;NA;13915
8743;BWA;PER;10736;1968961;28588848,6;5092;3236;0;10736
8744;BWA;PHL;11183;1968961;89584747,8;5092;1748;0;11183
8745;BWA;PLW;12250;1968961;19348,8;5092;11018;NA;12250
8746;BWA;PNG;12623;1968961;6924995,8;5092;1066;0;12623
8747;BWA;POL;8530;1968961;38140926,8;5092;10022;0;8530
8748;BWA;PRI;11048;1968961;3782169,4;5092;15716;0;11048
8749;BWA;PRK;12509;1968961;24348761;5092;NA;0;12509
8750;BWA;PRT;7909;1968961;10539001,2;5092;20900;0;7909
8751;BWA;PRY;8275;1968961;5589884;5092;2620;0;8275
8752;BWA;PSE;6282;1968961;3500460,4;5092;1914;0;6282
8753;BWA;PYF;15311;1968961;277396;5092;NA;0;15311
8754;BWA;QAT;6175;1968961;1230042,8;5092;55156;0;6175
8755;BWA;REU;3057;1968961;NA;5092;NA;0;3057
8756;BWA;ROU;7650;1968961;20860357,8;5092;6662;0;7650
8757;BWA;RUS;8978;1968961;142980256;5092;7326;0;8978
8758;BWA;RWA;2552;1968961;9529053,2;5092;416;28;2552
8759;BWA;SAU;5902;1968961;26420346,4;5092;15050;0;5902
8760;BWA;SCG;7712;1968961;NA;5092;NA;NA;7712
8761;BWA;SDN.1;4506;1968961;NA;5092;NA;NA;4506
8762;BWA;SDN.2;;1968961;NA;5092;NA;NA;NA
8763;BWA;SEN;6412;1968961;11573854,2;5092;1150;0;6412
8764;BWA;SGP;8857;1968961;4616539;5092;34388;0;8857
8765;BWA;SHN;3432;1968961;NA;5092;NA;NA;3432
8766;BWA;SLB;13771;1968961;504873,8;5092;1272;0;13771
8767;BWA;SLE;5611;1968961;5956594,6;5092;356;0;5611
8768;BWA;SLV;13156;1968961;6055134,2;5092;2694;0;13156
8769;BWA;SMR;7718;1968961;30319,6;5092;NA;NA;7718
8770;BWA;SOM;3624;1968961;11109052,8;5092;NA;0;3624
8771;BWA;SPM;11396;1968961;NA;5092;NA;NA;11396
8772;BWA;SRB;;1968961;7380989,2;5092;5046;0;NA
8773;BWA;SSD;;1968961;8432621,8;5092;NA;198;NA
8774;BWA;STP;3453;1968961;169876,4;5092;946;0;3453
8775;BWA;SUN;;1968961;NA;5092;NA;NA;NA
8776;BWA;SUR;9389;1968961;528022,8;5092;4976;0;9389
8777;BWA;SVK;8111;1968961;5377224,4;5092;14740;1;8111
8778;BWA;SVN;7914;1968961;2017289,8;5092;21808;1;7914
8779;BWA;SWE;9335;1968961;9155264,2;5092;51118;29;9335
8780;BWA;SWZ;557;1968961;1083677;5092;3188;2;557
8781;BWA;SXM;;1968961;33693;5092;NA;NA;NA
8782;BWA;SYC;3861;1968961;85349;5092;11990;NA;3861
8783;BWA;SYR;6840;1968961;20403970;5092;7858;0;6840
8784;BWA;TCA;11661;1968961;26278,8;5092;NA;NA;11661
8785;BWA;TCD;4235;1968961;10737629,8;5092;638;0;4235
8786;BWA;TGO;4333;1968961;6050896;5092;508;0;4333
8787;BWA;THA;9142;1968961;66821906,4;5092;3470;0;9142
8788;BWA;TJK;8301;1968961;7193635,2;5092;586;0;8301
8789;BWA;TKL;15809;1968961;NA;5092;NA;NA;15809
8790;BWA;TKM;7716;1968961;5029147,6;5092;2400;0;7716
8791;BWA;TLS;10586;1968961;1018371;5092;1904;0;10586
8792;BWA;TON;14451;1968961;106507,4;5092;2786;0;14451
8793;BWA;TTO;10247;1968961;1384969,8;5092;13792;0;10247
8794;BWA;TUN;7002;1968961;10583436,2;5092;3502;0;7002
8795;BWA;TUR;7277;1968961;70311008,8;5092;8548;6;7277
8796;BWA;TUV;15339;1968961;10154,2;5092;4416;NA;15339
8797;BWA;TWN;11656;1968961;NA;5092;NA;NA;11656
8798;BWA;TZA;2434;1968961;41709374,2;5092;556;61;2434
8799;BWA;UGA;2855;1968961;29654400,2;5092;404;74;2855
8800;BWA;UKR;8331;1968961;46542766,4;5092;2426;0;8331
8801;BWA;URY;7804;1968961;3329776;5092;6696;0;7804
8802;BWA;USA;12558;1968961;301198642,6;5092;47918;137;12558
8803;BWA;UZB;8557;1968961;26918690;5092;808;0;8557
8804;BWA;VAT;7498;1968961;NA;5092;NA;NA;7498
8805;BWA;VCT;10333;1968961;110890;5092;5950;0;10333
8806;BWA;VDR;;1968961;NA;5092;NA;NA;NA
8807;BWA;VEN;10775;1968961;27511537,6;5092;7624;0;10775
8808;BWA;VGB;10901;1968961;25234;5092;NA;NA;10901
8809;BWA;VNM.1;;1968961;NA;5092;NA;NA;NA
8810;BWA;VNM.2;9591;1968961;NA;5092;NA;NA;9591
8811;BWA;VUT;13803;1968961;228508,2;5092;2088;0;13803
8812;BWA;WLF;15178;1968961;NA;5092;NA;NA;15178
8813;BWA;WSM;15339;1968961;190689,2;5092;2680;0;15339
8814;BWA;YEM.1;;1968961;NA;5092;NA;NA;NA
8815;BWA;YEM.2;4852;1968961;NA;5092;NA;NA;4852
8816;BWA;YMD;;1968961;NA;5092;NA;NA;NA
8817;BWA;YUG;;1968961;NA;5092;NA;NA;NA
8818;BWA;ZAF;275;1968961;50048317,6;5092;6230;18695;275
8819;BWA;ZMB;1053;1968961;12421912,6;5092;934;12;1053
8820;BWA;ZWE;925;1968961;12447193,6;5092;288;0;925
8821;CAF;ABW;9760;4382105,6;96816,8;378;24230;0;9760
8822;CAF;AFG;6186;4382105,6;25913988,4;378;415;0;6186
8823;CAF;AGO;1574;4382105,6;20944435,8;378;2368;11;1574
8824;CAF;AIA;8981;4382105,6;NA;378;NA;NA;8981
8825;CAF;ALB;4097;4382105,6;2969776,8;378;3490;0;4097
8826;CAF;AND;4550;4382105,6;77624,4;378;NA;NA;4550
8827;CAF;ANT.1;;4382105,6;NA;378;NA;NA;NA
8828;CAF;ANT.2;9644;4382105,6;NA;378;NA;NA;9644
8829;CAF;ARE;4556;4382105,6;6006780;378;39906;0;4556
8830;CAF;ARG;9100;4382105,6;39876314;378;6314;0;9100
8831;CAF;ARM;4746;4382105,6;3005168,4;378;2584;0;4746
8832;CAF;ASM;18524;4382105,6;56346,2;378;NA;NA;18524
8833;CAF;ATG;8856;4382105,6;82113;378;14372;NA;8856
8834;CAF;AUS;14144;4382105,6;20879256,8;378;37848;10;14144
8835;CAF;AUT;4864;4382105,6;8291355,2;378;44634;3;4864
8836;CAF;AZE;5076;4382105,6;8633668,6;378;2930;0;5076
8837;CAF;BDI;1476;4382105,6;7995829,6;378;164;850;1476
8838;CAF;BEL;5321;4382105,6;10631748,2;378;42802;0;5321
8839;CAF;BEN;1802;4382105,6;8655758,8;378;924;0;1802
8840;CAF;BES;9572;4382105,6;NA;378;NA;NA;9572
8841;CAF;BFA;2382;4382105,6;14759476;378;508;0;2382
8842;CAF;BGD;7973;4382105,6;143961096,6;378;618;0;7973
8843;CAF;BGR;4273;4382105,6;7548467,2;378;5134;0;4273
8844;CAF;BHR;4181;4382105,6;1040646;378;18680;0;4181
8845;CAF;BHS;10405;4382105,6;357797,2;378;28712;0;10405
8846;CAF;BIH;4375;4382105,6;3996280,2;378;3790;0;4375
8847;CAF;BLR;5553;4382105,6;9572472;378;4354;0;5553
8848;CAF;BLZ;11703;4382105,6;297223,8;378;5134;0;11703
8849;CAF;BMU;9130;4382105,6;64894,8;378;NA;NA;9130
8850;CAF;BOL;9803;4382105,6;9712622,6;378;1270;0;9803
8851;CAF;BRA;7710;4382105,6;190717467;378;6174;4;7710
8852;CAF;BRB;8628;4382105,6;271554,4;378;15374;0;8628
8853;CAF;BRN;10684;4382105,6;378630,4;378;29324;0;10684
8854;CAF;BTN;7926;4382105,6;681122,4;378;1516;0;7926
8855;CAF;BWA;3307;4382105,6;1968961;378;5092;0;3307
8856;CAF;CAF;297;4382105,6;4382105,6;378;378;0;297
8857;CAF;CAN;10317;4382105,6;32915993;378;40382;20;10317
8858;CAF;CCK;8848;4382105,6;NA;378;NA;NA;8848
8859;CAF;CHE;4862;4382105,6;7572734,4;378;65770;26;4862
8860;CAF;CHL;10205;4382105,6;16500066,6;378;8508;0;10205
8861;CAF;CHN;10984;4382105,6;1317708000;378;2622;0;10984
8862;CAF;CIV;2507;4382105,6;19820836,6;378;988;0;2507
8863;CAF;CMR;983;4382105,6;18274945;378;1268;0;983
8864;CAF;COD;1026;4382105,6;60348251;378;248;0;1026
8865;CAF;COG;1021;4382105,6;3957864,6;378;1774;7037;1021
8866;CAF;COK;18129;4382105,6;NA;378;NA;NA;18129
8867;CAF;COL;10272;4382105,6;43285932,4;378;4140;1;10272
8868;CAF;COM;3261;4382105,6;617240,6;378;1258;0;3261
8869;CAF;CPV;4752;4382105,6;504483,6;378;2758;0;4752
8870;CAF;CRI;11315;4382105,6;4439825,2;378;5618;0;11315
8871;CAF;CSK;;4382105,6;NA;378;NA;NA;NA
8872;CAF;CUB;10940;4382105,6;11267285;378;4650;0;10940
8873;CAF;CUW;9644;4382105,6;143133,2;378;NA;NA;9644
8874;CAF;CXR;9790;4382105,6;NA;378;NA;NA;9790
8875;CAF;CYM;10896;4382105,6;49655,2;378;NA;NA;10896
8876;CAF;CYP;3736;4382105,6;1073947,4;378;28336;2;3736
8877;CAF;CZE;5083;4382105,6;10315497,6;378;15936;1;5083
8878;CAF;DDR;;4382105,6;NA;378;NA;NA;NA
8879;CAF;DEU.1;;4382105,6;NA;378;NA;NA;NA
8880;CAF;DEU.2;5360;4382105,6;NA;378;NA;NA;5360
8881;CAF;DJI;2824;4382105,6;865398,6;378;NA;0;2824
8882;CAF;DMA;8812;4382105,6;68752;378;6002;NA;8812
8883;CAF;DNK;5715;4382105,6;5466971,6;378;55874;3;5715
8884;CAF;DOM;9702;4382105,6;9404430,2;378;4130;0;9702
8885;CAF;DZA;3922;4382105,6;34028245,2;378;3602;0;3922
8886;CAF;ECU;10975;4382105,6;14254094,2;378;3448;1;10975
8887;CAF;EGY;3140;4382105,6;82253916,4;378;1528;5;3140
8888;CAF;ERI;2540;4382105,6;2945532;378;428;0;2540
8889;CAF;ESH;4211;4382105,6;NA;378;NA;0;4211
8890;CAF;ESP;4574;4382105,6;45118865,8;378;29668;0;4574
8891;CAF;EST;6132;4382105,6;1342774;378;12884;0;6132
8892;CAF;ETH.1;;4382105,6;NA;378;NA;NA;NA
8893;CAF;ETH.2;2291;4382105,6;NA;378;NA;NA;2291
8894;CAF;FIN;6215;4382105,6;5290670,8;378;45674;1;6215
8895;CAF;FJI;17357;4382105,6;889353,6;378;3538;0;17357
8896;CAF;FLK;9457;4382105,6;NA;378;NA;NA;9457
8897;CAF;FRA;5165;4382105,6;63985793,6;378;40314;2948;5165
8898;CAF;FRO;6732;4382105,6;48361;378;NA;NA;6732
8899;CAF;FSM;15376;4382105,6;109469;378;2504;0;15376
8900;CAF;GAB;1103;4382105,6;1552836,2;378;6230;0;1103
8901;CAF;GBR;5507;4382105,6;61330750,8;378;45482;0;5507
8902;CAF;GEO;4892;4382105,6;3861168,4;378;2316;0;4892
8903;CAF;GHA;2084;4382105,6;23716141,2;378;812;0;2084
8904;CAF;GIB;4288;4382105,6;29991;378;NA;NA;4288
8905;CAF;GIN;3603;4382105,6;9563785,8;378;502;0;3603
8906;CAF;GLP;8846;4382105,6;NA;378;NA;0;8846
8907;CAF;GMB;3998;4382105,6;1767041,2;378;658;0;3998
8908;CAF;GNB;3851;4382105,6;1452000,6;378;470;0;3851
8909;CAF;GNQ;1015;4382105,6;951523;378;8718;0;1015
8910;CAF;GRC;3757;4382105,6;11048201,4;378;27267,5;0;3757
8911;CAF;GRD;8864;4382105,6;111738,8;378;6380;0;8864
8912;CAF;GRL;8623;4382105,6;56583;378;31986,66667;NA;8623
8913;CAF;GTM;11938;4382105,6;13475625,6;378;2356;0;11938
8914;CAF;GUF;7862;4382105,6;NA;378;NA;0;7862
8915;CAF;GUM;13770;4382105,6;164634,6;378;NA;0;13770
8916;CAF;GUY;8495;4382105,6;756001;378;2550;0;8495
8917;CAF;HKG;10412;4382105,6;6903440;378;31510;0;10412
8918;CAF;HND;11592;4382105,6;7922670,8;378;1468;0;11592
8919;CAF;HRV;4600;4382105,6;4309281,4;378;12376;0;4600
8920;CAF;HTI;9958;4382105,6;9420979,8;378;914;0;9958
8921;CAF;HUN;4781;4382105,6;10055010,6;378;12010;2;4781
8922;CAF;IDN.1;;4382105,6;NA;378;NA;NA;NA
8923;CAF;IDN.2;9881;4382105,6;NA;378;NA;NA;9881
8924;CAF;IND;6737;4382105,6;1189415855;378;898;0;6737
8925;CAF;IOT;6118;4382105,6;NA;378;NA;NA;6118
8926;CAF;IRL;5883;4382105,6;4371473,2;378;48176;0;5883
8927;CAF;IRN;4838;4382105,6;72283770,2;378;4190;0;4838
8928;CAF;IRQ;4181;4382105,6;29154519,8;378;2564;0;4181
8929;CAF;ISL;7380;4382105,6;309599;378;51554;0;7380
8930;CAF;ISR;3505;4382105,6;7191660;378;24970;0;3505
8931;CAF;ITA;4201;4382105,6;58494773,8;378;35732;49;4201
8932;CAF;JAM;10433;4382105,6;2700303,6;378;4322;0;10433
8933;CAF;JOR;3553;4382105,6;6328181;378;2800;0;3553
8934;CAF;JPN;12465;4382105,6;127947600;378;39958;0;12465
8935;CAF;KAZ;7151;4382105,6;15561813,2;378;4934;1;7151
8936;CAF;KEN;2125;4382105,6;38071279;378;696;7;2125
8937;CAF;KGZ;6960;4382105,6;5270280;378;636;0;6960
8938;CAF;KHM;9526;4382105,6;13707756,2;378;588;0;9526
8939;CAF;KIR;17122;4382105,6;102041,4;378;1732;NA;17122
8940;CAF;KNA;8949;4382105,6;47011,2;378;13812;NA;8949
8941;CAF;KOR;11323;4382105,6;48733806,8;378;21732;0;11323
8942;CAF;KWT;4156;4382105,6;2510412,2;378;44598;0;4156
8943;CAF;LAO;9239;4382105,6;6041340,4;378;638;0;9239
8944;CAF;LBN;3711;4382105,6;4802252,8;378;5558;0;3711
8945;CAF;LBR;3260;4382105,6;3608681,6;378;324;0;3260
8946;CAF;LBY;3206;4382105,6;6099418,6;378;9806;0;3206
8947;CAF;LCA;8774;4382105,6;167527,6;378;7514;0;8774
8948;CAF;LIE;4820;4382105,6;35143,6;378;109694;NA;4820
8949;CAF;LKA;6792;4382105,6;20078269,4;378;1562;0;6792
8950;CAF;LSO;3847;4382105,6;1988370,4;378;1188;0;3847
8951;CAF;LTU;5613;4382105,6;3236975,6;378;10420;0;5613
8952;CAF;LUX;5151;4382105,6;480844,2;378;77386;0;5151
8953;CAF;LVA;5852;4382105,6;2195294,4;378;11038;0;5852
8954;CAF;MAC;10347;4382105,6;515574,2;378;30152;0;10347
8955;CAF;MAR;4223;4382105,6;31235085,2;378;2706;0;4223
8956;CAF;MCO;4497;4382105,6;32047,6;378;NA;NA;4497
8957;CAF;MDA;4829;4382105,6;2875659,4;378;1532;0;4829
8958;CAF;MDG;4089;4382105,6;19939623,8;378;384;0;4089
8959;CAF;MDV;6099;4382105,6;326493;378;4776;0;6099
8960;CAF;MEX;12726;4382105,6;108273216,4;378;9418;0;12726
8961;CAF;MHL;16758;4382105,6;53998,4;378;3508;NA;16758
8962;CAF;MKD;4179;4382105,6;2043642,2;378;3802;0;4179
8963;CAF;MLI;3061;4382105,6;14093751,2;378;536;0;3061
8964;CAF;MLT;3517;4382105,6;407544,4;378;18062;0;3517
8965;CAF;MMR;8558;4382105,6;48400742,8;378;418;0;8558
8966;CAF;MNE;;4382105,6;616084,8;378;5262;0;NA
8967;CAF;MNG;9527;4382105,6;2609348;378;1396;0;9527
8968;CAF;MNP;13823;4382105,6;63044,6;378;NA;NA;13823
8969;CAF;MOZ;3681;4382105,6;21301968;378;470;0;3681
8970;CAF;MRT;4054;4382105,6;3160609,8;378;1242;0;4054
8971;CAF;MSR;8895;4382105,6;NA;378;NA;NA;8895
